date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:39:12	10461/10461	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Apr%202024%2003:39:16%20GMT	https://athenavien.com/3942-world-of-astrophotography/?ad_id=120209849176550231&adset_id=120209849175850231&campaign_id=120209849175710231&ad_name=CWZL+-+GCE1-1+-+88FS+Ad&adset_name=CWZL+-+GCE1-1+-+88FS&campaign_name=Win+Real+Money+Gaming+Bonanza&source=fb&placement=Facebook_Desktop_Feed&pid=984103229721978&cpid=ec2c6dc5-972d-4c50-a1a6-a9a16435ee9b&lpid=2055d33a-2711-407f-8f4a-b06df4ad7e10&utm_medium=paid&utm_source=fb&utm_id=120209849175710231&utm_content=120209849176550231&utm_term=120209849175850231&utm_campaign=120209849175710231&fbclid=IwAR0PvRqq0dNZnQpdu6raRwMj6fs1JY93CVUFvUC3BXyGkK6aFV4L7-q5Pds_aem_ATlIDsk6nKzr26t7MU-56m22-v9EsKk1tpD5hzg_Uc-NeJBvooEwMKKPwAsX0jDo9anxxGf73K_pdzTXmnykvaMy	C:/Users/User/OneDrive/Pictures/JKC88SPIN/SPINJKC88/athenavien.com/3942-world-of-astrophotography/index5afa.html	(from )
11:39:12	0/0	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Apr%202024%2003:39:16%20GMT	https://athenavien.com/robots.txt		(from )
11:39:13	15086/15086	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%223bdc416dc9ff160ccfefc586cd1049c4%22	https://athenavien.com/3942-world-of-astrophotography/assets/favicon.ico	C:/Users/User/OneDrive/Pictures/JKC88SPIN/SPINJKC88/athenavien.com/3942-world-of-astrophotography/assets/favicon.ico	(from https://athenavien.com/3942-world-of-astrophotography/?ad_id=120209849176550231&adset_id=120209849175850231&campaign_id=120209849175710231&ad_name=CWZL+-+GCE1-1+-+88FS+Ad&adset_name=CWZL+-+GCE1-1+-+88FS&campaign_name=Win+Real+Money+Gaming+Bonanza&source=fb&placement=Facebook_Desktop_Feed&pid=984103229721978&cpid=ec2c6dc5-972d-4c50-a1a6-a9a16435ee9b&lpid=2055d33a-2711-407f-8f4a-b06df4ad7e10&utm_medium=paid&utm_source=fb&utm_id=120209849175710231&utm_content=120209849176550231&utm_term=120209849175850231&utm_campaign=120209849175710231&fbclid=IwAR0PvRqq0dNZnQpdu6raRwMj6fs1JY93CVUFvUC3BXyGkK6aFV4L7-q5Pds_aem_ATlIDsk6nKzr26t7MU-56m22-v9EsKk1tpD5hzg_Uc-NeJBvooEwMKKPwAsX0jDo9anxxGf73K_pdzTXmnykvaMy)
11:39:13	1431/1431	---MCZ	200	added ('OK')	text/css	etag:W/%22873ec09395997a88fad5833621996aed%22	https://athenavien.com/3942-world-of-astrophotography/assets/spin-animation.css	C:/Users/User/OneDrive/Pictures/JKC88SPIN/SPINJKC88/athenavien.com/3942-world-of-astrophotography/assets/spin-animation.css	(from https://athenavien.com/3942-world-of-astrophotography/?ad_id=120209849176550231&adset_id=120209849175850231&campaign_id=120209849175710231&ad_name=CWZL+-+GCE1-1+-+88FS+Ad&adset_name=CWZL+-+GCE1-1+-+88FS&campaign_name=Win+Real+Money+Gaming+Bonanza&source=fb&placement=Facebook_Desktop_Feed&pid=984103229721978&cpid=ec2c6dc5-972d-4c50-a1a6-a9a16435ee9b&lpid=2055d33a-2711-407f-8f4a-b06df4ad7e10&utm_medium=paid&utm_source=fb&utm_id=120209849175710231&utm_content=120209849176550231&utm_term=120209849175850231&utm_campaign=120209849175710231&fbclid=IwAR0PvRqq0dNZnQpdu6raRwMj6fs1JY93CVUFvUC3BXyGkK6aFV4L7-q5Pds_aem_ATlIDsk6nKzr26t7MU-56m22-v9EsKk1tpD5hzg_Uc-NeJBvooEwMKKPwAsX0jDo9anxxGf73K_pdzTXmnykvaMy)
11:39:13	185826/185826	---M--	200	added ('OK')	image/png	etag:%229d2f7c4648f7905d66d99f13709d14da%22	https://athenavien.com/3942-world-of-astrophotography/assets/logo.png	C:/Users/User/OneDrive/Pictures/JKC88SPIN/SPINJKC88/athenavien.com/3942-world-of-astrophotography/assets/logo.png	(from https://athenavien.com/3942-world-of-astrophotography/?ad_id=120209849176550231&adset_id=120209849175850231&campaign_id=120209849175710231&ad_name=CWZL+-+GCE1-1+-+88FS+Ad&adset_name=CWZL+-+GCE1-1+-+88FS&campaign_name=Win+Real+Money+Gaming+Bonanza&source=fb&placement=Facebook_Desktop_Feed&pid=984103229721978&cpid=ec2c6dc5-972d-4c50-a1a6-a9a16435ee9b&lpid=2055d33a-2711-407f-8f4a-b06df4ad7e10&utm_medium=paid&utm_source=fb&utm_id=120209849175710231&utm_content=120209849176550231&utm_term=120209849175850231&utm_campaign=120209849175710231&fbclid=IwAR0PvRqq0dNZnQpdu6raRwMj6fs1JY93CVUFvUC3BXyGkK6aFV4L7-q5Pds_aem_ATlIDsk6nKzr26t7MU-56m22-v9EsKk1tpD5hzg_Uc-NeJBvooEwMKKPwAsX0jDo9anxxGf73K_pdzTXmnykvaMy)
11:39:13	87489/87489	---M--	200	added ('OK')	image/jpeg	etag:%22cdfffa578cd64322d5ab318f80e3eec3%22	https://athenavien.com/3942-world-of-astrophotography/assets/bg.jpg	C:/Users/User/OneDrive/Pictures/JKC88SPIN/SPINJKC88/athenavien.com/3942-world-of-astrophotography/assets/bg.jpg	(from https://athenavien.com/3942-world-of-astrophotography/?ad_id=120209849176550231&adset_id=120209849175850231&campaign_id=120209849175710231&ad_name=CWZL+-+GCE1-1+-+88FS+Ad&adset_name=CWZL+-+GCE1-1+-+88FS&campaign_name=Win+Real+Money+Gaming+Bonanza&source=fb&placement=Facebook_Desktop_Feed&pid=984103229721978&cpid=ec2c6dc5-972d-4c50-a1a6-a9a16435ee9b&lpid=2055d33a-2711-407f-8f4a-b06df4ad7e10&utm_medium=paid&utm_source=fb&utm_id=120209849175710231&utm_content=120209849176550231&utm_term=120209849175850231&utm_campaign=120209849175710231&fbclid=IwAR0PvRqq0dNZnQpdu6raRwMj6fs1JY93CVUFvUC3BXyGkK6aFV4L7-q5Pds_aem_ATlIDsk6nKzr26t7MU-56m22-v9EsKk1tpD5hzg_Uc-NeJBvooEwMKKPwAsX0jDo9anxxGf73K_pdzTXmnykvaMy)
11:39:13	685863/685863	---M--	200	added ('OK')	image/png	etag:%22d05c962431688e5f6d02bdbfc0970f5c%22	https://athenavien.com/3942-world-of-astrophotography/assets/outer-wheel.png	C:/Users/User/OneDrive/Pictures/JKC88SPIN/SPINJKC88/athenavien.com/3942-world-of-astrophotography/assets/outer-wheel.png	(from https://athenavien.com/3942-world-of-astrophotography/?ad_id=120209849176550231&adset_id=120209849175850231&campaign_id=120209849175710231&ad_name=CWZL+-+GCE1-1+-+88FS+Ad&adset_name=CWZL+-+GCE1-1+-+88FS&campaign_name=Win+Real+Money+Gaming+Bonanza&source=fb&placement=Facebook_Desktop_Feed&pid=984103229721978&cpid=ec2c6dc5-972d-4c50-a1a6-a9a16435ee9b&lpid=2055d33a-2711-407f-8f4a-b06df4ad7e10&utm_medium=paid&utm_source=fb&utm_id=120209849175710231&utm_content=120209849176550231&utm_term=120209849175850231&utm_campaign=120209849175710231&fbclid=IwAR0PvRqq0dNZnQpdu6raRwMj6fs1JY93CVUFvUC3BXyGkK6aFV4L7-q5Pds_aem_ATlIDsk6nKzr26t7MU-56m22-v9EsKk1tpD5hzg_Uc-NeJBvooEwMKKPwAsX0jDo9anxxGf73K_pdzTXmnykvaMy)
11:39:14	214189/214189	---M--	200	added ('OK')	image/png	etag:%22afd4040452a23f08ccfa8d7c029d9ed5%22	https://athenavien.com/3942-world-of-astrophotography/assets/inner-wheel2.png	C:/Users/User/OneDrive/Pictures/JKC88SPIN/SPINJKC88/athenavien.com/3942-world-of-astrophotography/assets/inner-wheel2.png	(from https://athenavien.com/3942-world-of-astrophotography/?ad_id=120209849176550231&adset_id=120209849175850231&campaign_id=120209849175710231&ad_name=CWZL+-+GCE1-1+-+88FS+Ad&adset_name=CWZL+-+GCE1-1+-+88FS&campaign_name=Win+Real+Money+Gaming+Bonanza&source=fb&placement=Facebook_Desktop_Feed&pid=984103229721978&cpid=ec2c6dc5-972d-4c50-a1a6-a9a16435ee9b&lpid=2055d33a-2711-407f-8f4a-b06df4ad7e10&utm_medium=paid&utm_source=fb&utm_id=120209849175710231&utm_content=120209849176550231&utm_term=120209849175850231&utm_campaign=120209849175710231&fbclid=IwAR0PvRqq0dNZnQpdu6raRwMj6fs1JY93CVUFvUC3BXyGkK6aFV4L7-q5Pds_aem_ATlIDsk6nKzr26t7MU-56m22-v9EsKk1tpD5hzg_Uc-NeJBvooEwMKKPwAsX0jDo9anxxGf73K_pdzTXmnykvaMy)
11:39:15	231/231	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2030%20Apr%202024%2003:39:18%20GMT	https://rettablewizette.com/d/ec2c6dc5-972d-4c50-a1a6-a9a16435ee9b.js	C:/Users/User/OneDrive/Pictures/JKC88SPIN/SPINJKC88/rettablewizette.com/d/ec2c6dc5-972d-4c50-a1a6-a9a16435ee9b.6.delayed	(from https://athenavien.com/3942-world-of-astrophotography/?ad_id=120209849176550231&adset_id=120209849175850231&campaign_id=120209849175710231&ad_name=CWZL+-+GCE1-1+-+88FS+Ad&adset_name=CWZL+-+GCE1-1+-+88FS&campaign_name=Win+Real+Money+Gaming+Bonanza&source=fb&placement=Facebook_Desktop_Feed&pid=984103229721978&cpid=ec2c6dc5-972d-4c50-a1a6-a9a16435ee9b&lpid=2055d33a-2711-407f-8f4a-b06df4ad7e10&utm_medium=paid&utm_source=fb&utm_id=120209849175710231&utm_content=120209849176550231&utm_term=120209849175850231&utm_campaign=120209849175710231&fbclid=IwAR0PvRqq0dNZnQpdu6raRwMj6fs1JY93CVUFvUC3BXyGkK6aFV4L7-q5Pds_aem_ATlIDsk6nKzr26t7MU-56m22-v9EsKk1tpD5hzg_Uc-NeJBvooEwMKKPwAsX0jDo9anxxGf73K_pdzTXmnykvaMy)
11:39:15	4989/4989	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Apr%202024%2003:39:19%20GMT	https://rettablewizette.com/d/ec2c6dc5-972d-4c50-a1a6-a9a16435ee9b.js?noscript=true&lpurl=	C:/Users/User/OneDrive/Pictures/JKC88SPIN/SPINJKC88/rettablewizette.com/d/ec2c6dc5-972d-4c50-a1a6-a9a16435ee9bd349.js	(from https://athenavien.com/3942-world-of-astrophotography/?ad_id=120209849176550231&adset_id=120209849175850231&campaign_id=120209849175710231&ad_name=CWZL+-+GCE1-1+-+88FS+Ad&adset_name=CWZL+-+GCE1-1+-+88FS&campaign_name=Win+Real+Money+Gaming+Bonanza&source=fb&placement=Facebook_Desktop_Feed&pid=984103229721978&cpid=ec2c6dc5-972d-4c50-a1a6-a9a16435ee9b&lpid=2055d33a-2711-407f-8f4a-b06df4ad7e10&utm_medium=paid&utm_source=fb&utm_id=120209849175710231&utm_content=120209849176550231&utm_term=120209849175850231&utm_campaign=120209849175710231&fbclid=IwAR0PvRqq0dNZnQpdu6raRwMj6fs1JY93CVUFvUC3BXyGkK6aFV4L7-q5Pds_aem_ATlIDsk6nKzr26t7MU-56m22-v9EsKk1tpD5hzg_Uc-NeJBvooEwMKKPwAsX0jDo9anxxGf73K_pdzTXmnykvaMy)
